Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Gross_price,Discount,Discount_amt,Net Price,Profit,Payment Mode
12460,29-09-2025,Saira Vala,North,Amritsar,Electronics,Headphones,Headphones Reiciendis,5,69559,347795,10,34779.5,313015.5,46083.59,Credit Card
12461,02-11-2023,Shanaya Rout,North,Delhi,Clothing,Women's Wear,Women's Wear Distinctio,1,9542,9542,10,954.2,8587.8,2055.5,Net Banking
12462,08-03-2024,Misha Singh,East,Guwahati,Groceries,Sugar,Sugar Laborum,2,4226,8452,10,845.2,7606.8,514.72,Net Banking
12463,26-06-2025,Aayush Banerjee,West,Goa,Furniture,Bed,Bed Iusto,3,5903,17709,10,1770.9,15938.1,3911.85,Net Banking
12464,12-11-2023,Alia Raju,East,Guwahati,Electronics,Laptop,Laptop Impedit,2,30257,60514,10,6051.4,54462.6,4180.17,COD
12465,25-05-2025,Tejas Kulkarni,West,Pune,Books,Biography,Biography Ratione,3,55984,167952,20,33590.4,134361.6,13024.46,UPI
12466,24-12-2024,Aniruddh Kade,East,Guwahati,Groceries,Sugar,Sugar Nostrum,3,19344,58032,0,0,58032,14341.48,COD
12467,02-06-2025,Kashvi Choudhury,East,Kolkata,Toys,Board Game,Board Game Optio,1,26129,26129,5,1306.45,24822.55,3656.32,UPI
12468,27-05-2025,Uthkarsh Kohli,West,Goa,Electronics,Smartwatch,Smartwatch Error,5,60520,302600,10,30260,272340,36096.65,COD
12469,20-03-2025,Emir Sandhu,North,Lucknow,Toys,Puzzle,Puzzle Consectetur,1,17598,17598,10,1759.8,15838.2,2735.84,COD
12470,02-05-2024,Madhup Kuruvilla,East,Bhubaneswar,Sports,Yoga Mat,Yoga Mat Magnam,4,13561,54244,5,2712.2,51531.8,4151.73,Debit Card
12471,15-01-2024,Ishaan Manne,North,Chandigarh,Kitchen,Microwave,Microwave Ipsum,4,72709,290836,0,0,290836,32501.93,Credit Card
12472,26-03-2025,Devansh Dayal,South,Coimbatore,Beauty,Lipstick,Lipstick Facilis,5,75416,377080,0,0,377080,86486.3,COD
12473,30-06-2024,Adah Bhatnagar,North,Jaipur,Home Decor,Cushion,Cushion Mollitia,1,52794,52794,10,5279.4,47514.6,6504.81,Debit Card
12474,02-03-2024,Lakshay Arya,South,Thiruvananthapuram,Kitchen,Refrigerator,Refrigerator Numquam,1,51786,51786,10,5178.6,46607.4,3538.39,Debit Card
12475,11-03-2025,Ishaan Behl,South,Chennai,Kitchen,Microwave,Microwave Neque,1,47195,47195,15,7079.25,40115.75,4506.67,Debit Card
12476,15-01-2025,Taimur Jani,South,Chennai,Books,Fiction,Fiction Incidunt,4,68946,275784,10,27578.4,248205.6,33922.43,Net Banking
12477,13-10-2024,Advik Barman,South,Coimbatore,Kitchen,Refrigerator,Refrigerator Voluptatum,1,67087,67087,15,10063.05,57023.95,13475.3,Net Banking
12478,18-11-2024,Mohanlal Deshmukh,North,Jaipur,Clothing,Men's Wear,Men's Wear Deleniti,3,7846,23538,10,2353.8,21184.2,3520.75,Net Banking
12479,21-03-2025,Nitya Ray,East,Kolkata,Sports,Cricket Bat,Cricket Bat Asperiores,5,58845,294225,5,14711.25,279513.75,53166.56,Debit Card
12480,15-11-2023,Hansh Borah,North,Chandigarh,Sports,Football,Football Quam,1,50016,50016,10,5001.6,45014.4,5198.44,COD
12481,23-04-2025,Vedika Varma,West,Surat,Electronics,Smartwatch,Smartwatch Perspiciatis,5,50838,254190,20,50838,203352,10664.02,UPI
12482,31-12-2024,Eshani Swaminathan,North,Lucknow,Electronics,Laptop,Laptop Consequuntur,1,23484,23484,20,4696.8,18787.2,3486.09,Net Banking
12483,10-05-2025,Diya Chakrabarti,South,Thiruvananthapuram,Groceries,Spices,Spices Quos,3,23078,69234,10,6923.4,62310.6,13946.65,Debit Card
12484,18-08-2024,Ishita Guha,East,Bhubaneswar,Books,Biography,Biography Rem,1,56618,56618,15,8492.7,48125.3,2447.25,COD
12485,13-05-2024,Gatik Choudhury,West,Goa,Sports,Yoga Mat,Yoga Mat Adipisci,1,50052,50052,20,10010.4,40041.6,7720.35,COD
12486,13-07-2025,Rania Chakraborty,West,Ahmedabad,Books,Fiction,Fiction Nobis,3,43808,131424,0,0,131424,26792.06,UPI
12487,13-02-2025,Baiju Dara,West,Pune,Clothing,Women's Wear,Women's Wear Accusamus,4,44623,178492,0,0,178492,31486.04,Debit Card
12488,15-02-2025,Indrans Dhar,North,Jaipur,Furniture,Sofa,Sofa Sed,4,48102,192408,10,19240.8,173167.2,40443.37,Debit Card
12489,22-04-2024,Hansh Bhandari,East,Ranchi,Home Decor,Clock,Clock Officiis,4,52567,210268,0,0,210268,33643.36,COD
12490,01-08-2024,Lakshay Kara,East,Bhubaneswar,Clothing,Kids Wear,Kids Wear Laudantium,4,6700,26800,10,2680,24120,3561.9,Net Banking
12491,19-01-2025,Nirvi Manda,South,Bangalore,Kitchen,Cookware Set,Cookware Set Quod,4,27707,110828,20,22165.6,88662.4,7142.62,Net Banking
12492,06-10-2024,Farhan Mallick,South,Thiruvananthapuram,Home Decor,Clock,Clock Facilis,3,38099,114297,15,17144.55,97152.45,6364.08,UPI
12493,08-05-2025,Faiyaz Chadha,North,Lucknow,Books,Non-Fiction,Non-Fiction Modi,4,7300,29200,15,4380,24820,4229.35,Net Banking
12494,26-04-2024,Lavanya Lad,East,Ranchi,Books,Comics,Comics Delectus,4,40631,162524,20,32504.8,130019.2,23457.62,Credit Card
12495,20-05-2024,Hazel Dyal,East,Guwahati,Home Decor,Lamp,Lamp Ad,3,10211,30633,10,3063.3,27569.7,6420.7,Credit Card
12496,12-08-2024,Reyansh Goel,South,Bangalore,Home Decor,Cushion,Cushion Eum,4,7979,31916,0,0,31916,4814.48,UPI
12497,14-10-2023,Anahita Taneja,South,Chennai,Clothing,Women's Wear,Women's Wear At,4,37677,150708,5,7535.4,143172.6,9568.99,Credit Card
12498,05-03-2025,Ela Chokshi,West,Pune,Toys,Puzzle,Puzzle At,3,59754,179262,5,8963.1,170298.9,27185.74,UPI
12499,21-05-2024,Tushar Aurora,North,Amritsar,Clothing,Accessories,Accessories Occaecati,2,51078,102156,20,20431.2,81724.8,6693.5,Debit Card
12500,27-03-2024,Lagan Som,North,Chandigarh,Clothing,Kids Wear,Kids Wear Voluptatem,1,43378,43378,0,0,43378,3355.11,UPI
12501,04-09-2025,Kaira Bhatia,North,Delhi,Electronics,Laptop,Laptop Laboriosam,5,7303,36515,5,1825.75,34689.25,4141.36,COD
12502,24-10-2024,Amani Keer,South,Coimbatore,Home Decor,Wall Art,Wall Art Officiis,1,78381,78381,5,3919.05,74461.95,5326.91,Debit Card
12503,27-01-2024,Yakshit Chakraborty,North,Lucknow,Beauty,Perfume,Perfume Repudiandae,4,76187,304748,15,45712.2,259035.8,13021.68,COD
12504,17-12-2024,Riya Mander,South,Bangalore,Groceries,Wheat,Wheat Optio,3,46017,138051,5,6902.55,131148.45,27105.78,UPI
12505,03-10-2025,Heer Banik,North,Jaipur,Groceries,Oil,Oil Repellendus,3,37796,113388,10,11338.8,102049.2,9696.14,Net Banking
12506,10-05-2025,Gokul Kaur,West,Surat,Toys,Board Game,Board Game Quae,4,38258,153032,15,22954.8,130077.2,27959.59,Credit Card
12507,15-02-2025,Biju Kalita,South,Chennai,Books,Non-Fiction,Non-Fiction Accusantium,3,36092,108276,20,21655.2,86620.8,5149.08,Net Banking
12508,03-02-2025,Jivika Dey,North,Jaipur,Toys,Puzzle,Puzzle Quos,2,68939,137878,0,0,137878,30885.9,COD
12509,05-12-2024,Vanya Saha,North,Amritsar,Groceries,Rice,Rice Hic,5,27510,137550,15,20632.5,116917.5,6165.95,Credit Card
12510,15-01-2024,Anvi Behl,North,Lucknow,Furniture,Sofa,Sofa Sunt,5,43081,215405,15,32310.75,183094.25,45442.08,Credit Card
12511,09-05-2024,Charvi Desai,West,Surat,Electronics,Laptop,Laptop Consectetur,1,34074,34074,0,0,34074,3206.88,COD
12512,27-05-2024,Oorja Kapoor,West,Ahmedabad,Furniture,Bed,Bed Reprehenderit,2,59713,119426,0,0,119426,10672.58,Net Banking
12513,29-02-2024,Anahita Krishna,East,Patna,Groceries,Oil,Oil Mollitia,5,5874,29370,20,5874,23496,1329.73,Debit Card
12514,02-08-2024,Ojas Srinivasan,West,Mumbai,Toys,Board Game,Board Game Similique,4,52834,211336,20,42267.2,169068.8,8470.51,Credit Card
12515,08-08-2024,Shray Sarma,North,Amritsar,Clothing,Women's Wear,Women's Wear Mollitia,4,58290,233160,0,0,233160,25126.57,UPI
12516,14-12-2023,Amira Chander,East,Guwahati,Kitchen,Cookware Set,Cookware Set In,2,6871,13742,10,1374.2,12367.8,2120.75,COD
12517,17-08-2024,Bhamini Rama,South,Chennai,Clothing,Women's Wear,Women's Wear Inventore,5,17700,88500,10,8850,79650,8003.55,COD
12518,15-09-2025,Kartik Chandran,North,Delhi,Clothing,Women's Wear,Women's Wear Optio,5,24842,124210,20,24842,99368,5209.63,Credit Card
12519,23-08-2025,Miraya Edwin,South,Coimbatore,Books,Non-Fiction,Non-Fiction Soluta,3,63871,191613,0,0,191613,18990.31,COD
12520,06-07-2024,Tushar Jain,West,Goa,Beauty,Face Cream,Face Cream Pariatur,2,79948,159896,20,31979.2,127916.8,20455.65,UPI
12521,31-07-2024,Samiha Tata,South,Chennai,Books,Biography,Biography Nulla,4,19513,78052,0,0,78052,9132.65,Credit Card
12522,15-07-2024,Oorja Arora,West,Mumbai,Beauty,Perfume,Perfume Doloribus,3,70271,210813,20,42162.6,168650.4,34609.42,Debit Card
12523,23-10-2024,Riaan Rattan,West,Pune,Books,Comics,Comics Consequuntur,1,65966,65966,10,6596.6,59369.4,12497.38,COD
12524,23-02-2024,Mamooty Dube,East,Guwahati,Clothing,Men's Wear,Men's Wear Non,2,9482,18964,0,0,18964,3502.53,Net Banking
12525,07-05-2024,Mamooty Raman,South,Coimbatore,Sports,Tennis Racket,Tennis Racket Optio,3,46781,140343,5,7017.15,133325.85,18817.25,COD
12526,07-08-2024,Samiha Badami,South,Chennai,Home Decor,Lamp,Lamp Temporibus,4,67643,270572,15,40585.8,229986.2,25859.38,COD
12527,25-01-2025,Mehul Kar,West,Surat,Kitchen,Cookware Set,Cookware Set Nemo,3,30496,91488,20,18297.6,73190.4,15284.15,Credit Card
12528,07-08-2025,Miraya Tella,West,Surat,Kitchen,Juicer,Juicer Quos,3,37236,111708,15,16756.2,94951.8,6872.7,Net Banking
12529,30-05-2024,Raghav Rege,South,Hyderabad,Groceries,Spices,Spices Hic,5,48255,241275,15,36191.25,205083.75,26311.68,Net Banking
12530,19-03-2025,Fateh Madan,North,Jaipur,Groceries,Oil,Oil Perspiciatis,4,37889,151556,10,15155.6,136400.4,17050.92,UPI
12531,01-09-2024,Samar Kaur,West,Pune,Home Decor,Lamp,Lamp Tempore,1,22373,22373,20,4474.6,17898.4,1548.95,UPI
12532,20-02-2025,Amira Ghosh,West,Goa,Clothing,Accessories,Accessories Porro,2,23589,47178,0,0,47178,10817.85,Credit Card
12533,18-12-2023,Hunar Chowdhury,North,Chandigarh,Toys,Doll,Doll Ab,4,16492,65968,10,6596.8,59371.2,6683.37,Credit Card
12534,28-03-2025,Manjari Kunda,West,Pune,Furniture,Sofa,Sofa Mollitia,2,20859,41718,15,6257.7,35460.3,2967.13,Debit Card
12535,04-02-2025,Dishani Rajagopal,South,Hyderabad,Sports,Football,Football Commodi,1,32325,32325,15,4848.75,27476.25,2496.55,Net Banking
12536,16-03-2024,Fateh Edwin,West,Mumbai,Books,Non-Fiction,Non-Fiction Quas,3,60710,182130,0,0,182130,35596.46,Credit Card
12537,08-10-2023,Pihu Kar,East,Kolkata,Furniture,Table,Table Sequi,5,5443,27215,20,5443,21772,1774.64,Debit Card
12538,30-10-2023,Heer Raman,West,Ahmedabad,Sports,Dumbbells,Dumbbells Est,3,73832,221496,20,44299.2,177196.8,21583.02,Net Banking
12539,01-02-2024,Ojas Viswanathan,North,Amritsar,Beauty,Face Cream,Face Cream Illum,2,42712,85424,5,4271.2,81152.8,12099.15,Credit Card
12540,23-05-2025,Armaan Aggarwal,South,Hyderabad,Groceries,Rice,Rice Voluptate,2,29140,58280,10,5828,52452,6048.48,COD
12541,21-02-2024,Taimur Doshi,East,Guwahati,Books,Comics,Comics Beatae,1,1223,1223,0,0,1223,107.45,COD
12542,05-10-2024,Myra Wason,North,Amritsar,Books,Textbook,Textbook Itaque,2,60367,120734,15,18110.1,102623.9,11001.93,COD
12543,23-04-2024,Krish Bhagat,South,Bangalore,Beauty,Lipstick,Lipstick Possimus,4,62361,249444,15,37416.6,212027.4,23039.07,Credit Card
12544,02-12-2023,Uthkarsh Lalla,North,Jaipur,Books,Comics,Comics Non,1,7209,7209,5,360.45,6848.55,1196.98,Debit Card
12545,27-05-2024,Trisha Sharaf,North,Jaipur,Electronics,Headphones,Headphones Repudiandae,3,3454,10362,5,518.1,9843.9,2318.43,COD
12546,12-10-2023,Kartik Loyal,West,Goa,Sports,Cricket Bat,Cricket Bat Eos,2,37545,75090,10,7509,67581,3379.92,COD
12547,01-02-2025,Nitara Srinivas,South,Hyderabad,Furniture,Chair,Chair Aperiam,3,20538,61614,10,6161.4,55452.6,5846.19,Credit Card
12548,01-10-2025,Tara Jaggi,South,Hyderabad,Books,Textbook,Textbook Veniam,1,14796,14796,0,0,14796,2263.34,COD
12549,18-04-2025,Dishani Lad,North,Chandigarh,Books,Fiction,Fiction Illum,5,24126,120630,0,0,120630,11786.01,UPI
12550,08-11-2024,Romil Bala,West,Goa,Sports,Football,Football Commodi,1,18676,18676,0,0,18676,977.31,Debit Card
12551,15-09-2025,Zeeshan Chad,South,Chennai,Kitchen,Mixer Grinder,Mixer Grinder Dolor,3,76579,229737,10,22973.7,206763.3,47496.77,Net Banking
12552,11-02-2024,Mamooty Dewan,South,Hyderabad,Home Decor,Wall Art,Wall Art Tempora,1,48500,48500,15,7275,41225,3090.96,COD
12553,23-01-2024,Divyansh Sarraf,West,Mumbai,Electronics,Laptop,Laptop Consequatur,3,36436,109308,15,16396.2,92911.8,20965,Debit Card
12554,24-11-2023,Gokul Keer,West,Goa,Kitchen,Refrigerator,Refrigerator Veritatis,3,48917,146751,10,14675.1,132075.9,21008.52,UPI
12555,29-08-2025,Heer Kumar,West,Ahmedabad,Clothing,Women's Wear,Women's Wear Soluta,3,2420,7260,15,1089,6171,856.03,UPI
12556,14-04-2025,Zara Swaminathan,North,Jaipur,Home Decor,Cushion,Cushion Praesentium,3,64543,193629,15,29044.35,164584.65,18249.62,UPI
12557,06-12-2024,Nitara Kibe,West,Surat,Furniture,Table,Table In,1,4793,4793,5,239.65,4553.35,660.33,Debit Card
12558,30-08-2024,Bhamini Chatterjee,North,Delhi,Furniture,Sofa,Sofa Ipsum,4,73765,295060,15,44259,250801,52016.65,COD
12559,08-07-2025,Kiara Kuruvilla,North,Chandigarh,Sports,Yoga Mat,Yoga Mat Eligendi,5,38112,190560,0,0,190560,32518.37,UPI
12560,30-05-2025,Saanvi Keer,West,Mumbai,Toys,RC Car,RC Car Aliquam,1,67353,67353,10,6735.3,60617.7,6919.36,UPI
12561,20-10-2023,Sana Vyas,North,Chandigarh,Home Decor,Wall Art,Wall Art Facilis,3,38820,116460,0,0,116460,10292.25,COD
12562,15-08-2024,Saanvi Samra,South,Thiruvananthapuram,Books,Fiction,Fiction Aliquid,1,60871,60871,15,9130.65,51740.35,7952.62,Credit Card
12563,19-10-2024,Siya Mammen,North,Jaipur,Electronics,Laptop,Laptop Libero,3,51519,154557,0,0,154557,29198.8,Net Banking
12564,02-12-2024,Raghav Kala,South,Thiruvananthapuram,Books,Textbook,Textbook Quam,5,15267,76335,20,15267,61068,10558.23,Net Banking
12565,21-12-2023,Keya Vohra,North,Delhi,Toys,Board Game,Board Game Beatae,4,47990,191960,5,9598,182362,18553.72,UPI
12566,12-04-2025,Indranil Chaudhary,East,Bhubaneswar,Home Decor,Cushion,Cushion Harum,3,14918,44754,10,4475.4,40278.6,3872.57,Net Banking
12567,13-04-2025,Arnav Ranganathan,South,Hyderabad,Furniture,Sofa,Sofa Fugiat,2,39132,78264,10,7826.4,70437.6,11394.23,Debit Card
12568,12-02-2024,Rhea Lall,South,Bangalore,Clothing,Men's Wear,Men's Wear Aperiam,4,39573,158292,5,7914.6,150377.4,22273.27,Credit Card
12569,19-01-2025,Jivin Baral,North,Amritsar,Home Decor,Clock,Clock Odit,2,29072,58144,0,0,58144,13459.28,Debit Card
12570,15-02-2025,Nayantara Issac,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Iusto,4,52378,209512,5,10475.6,199036.4,42664.44,Net Banking
12571,19-04-2024,Navya Thaker,West,Mumbai,Books,Fiction,Fiction Temporibus,3,51918,155754,20,31150.8,124603.2,9377.17,COD
12572,23-07-2024,Lavanya Rajagopalan,West,Ahmedabad,Sports,Dumbbells,Dumbbells Expedita,3,78172,234516,20,46903.2,187612.8,19017.51,Net Banking
12573,16-02-2025,Piya Hans,West,Pune,Groceries,Rice,Rice Totam,3,68680,206040,0,0,206040,17741.75,COD
12574,29-11-2023,Nakul Raman,West,Surat,Sports,Football,Football Fugit,2,75516,151032,20,30206.4,120825.6,21724.94,Debit Card
12575,25-07-2024,Ishita Kuruvilla,North,Chandigarh,Clothing,Accessories,Accessories Quaerat,2,38898,77796,10,7779.6,70016.4,12402.74,UPI
12576,27-06-2024,Purab Khalsa,North,Jaipur,Beauty,Face Cream,Face Cream Earum,2,15336,30672,0,0,30672,2749.95,Credit Card
12577,18-06-2025,Ela Kalita,South,Bangalore,Toys,Puzzle,Puzzle Ut,5,61719,308595,20,61719,246876,36877.13,Net Banking
12578,24-09-2025,Hridaan Bera,South,Thiruvananthapuram,Clothing,Kids Wear,Kids Wear Sit,4,40541,162164,20,32432.8,129731.2,20950.45,COD
12579,12-10-2024,Suhana Doshi,East,Kolkata,Groceries,Wheat,Wheat Repellendus,2,9193,18386,20,3677.2,14708.8,1707.41,UPI
12580,24-10-2023,Diya Sachar,South,Hyderabad,Electronics,Mobile,Mobile Odit,1,66153,66153,0,0,66153,12470.86,Credit Card
12581,08-12-2023,Taran Khare,West,Mumbai,Beauty,Lipstick,Lipstick Occaecati,4,20415,81660,5,4083,77577,9886.42,Net Banking
12582,21-02-2024,Kiara Vasa,East,Patna,Beauty,Perfume,Perfume Unde,4,59972,239888,0,0,239888,26550.66,COD
12583,29-07-2025,Manjari Chokshi,North,Chandigarh,Toys,Action Figure,Action Figure Doloremque,1,68857,68857,10,6885.7,61971.3,14880.57,Debit Card
12584,18-03-2024,Ayesha Wable,West,Ahmedabad,Clothing,Women's Wear,Women's Wear Tenetur,1,32572,32572,0,0,32572,7121.48,Credit Card
12585,15-03-2024,Rohan Walia,West,Pune,Clothing,Men's Wear,Men's Wear Mollitia,2,2713,5426,10,542.6,4883.4,996.47,Net Banking
12586,11-07-2024,Adah Rajagopal,West,Goa,Home Decor,Wall Art,Wall Art Iusto,4,38541,154164,20,30832.8,123331.2,7235.78,Net Banking
12587,11-06-2025,Raghav Agarwal,East,Guwahati,Beauty,Lipstick,Lipstick Alias,4,74374,297496,0,0,297496,46932.25,Credit Card
12588,29-11-2023,Saira Dora,East,Bhubaneswar,Furniture,Bed,Bed Consectetur,4,65122,260488,0,0,260488,20230.01,Net Banking
12589,25-04-2024,Rohan Vala,West,Mumbai,Kitchen,Juicer,Juicer Omnis,4,42579,170316,0,0,170316,11627.51,UPI
12590,06-02-2024,Azad Khatri,North,Lucknow,Home Decor,Wall Art,Wall Art Numquam,4,71951,287804,5,14390.2,273413.8,57713.74,Debit Card
12591,07-01-2024,Indranil Kar,West,Ahmedabad,Furniture,Table,Table Fuga,3,20142,60426,15,9063.9,51362.1,5224.61,UPI
12592,26-08-2025,Arhaan Sagar,West,Surat,Books,Non-Fiction,Non-Fiction Ad,3,64767,194301,10,19430.1,174870.9,40819.7,Debit Card
12593,07-04-2024,Rhea Salvi,West,Mumbai,Toys,Board Game,Board Game Laboriosam,3,62731,188193,0,0,188193,39605.27,Debit Card
12594,21-06-2025,Alia Chaudhari,North,Chandigarh,Electronics,Mobile,Mobile Itaque,1,7482,7482,20,1496.4,5985.6,426.49,Debit Card
12595,29-05-2025,Aarna Dugar,North,Chandigarh,Electronics,Headphones,Headphones Quae,5,47721,238605,5,11930.25,226674.75,21145.25,Debit Card
12596,18-06-2025,Uthkarsh Kumer,West,Pune,Furniture,Sofa,Sofa Ut,2,59338,118676,20,23735.2,94940.8,21060.43,UPI
12597,17-07-2025,Manjari Konda,East,Patna,Clothing,Women's Wear,Women's Wear Reprehenderit,4,60334,241336,0,0,241336,30326.49,UPI
12598,19-06-2024,Arnav Deo,West,Pune,Beauty,Perfume,Perfume Dolor,5,19970,99850,20,19970,79880,6881.59,Credit Card
12599,19-01-2024,Alisha Chakrabarti,South,Chennai,Books,Textbook,Textbook Optio,3,20911,62733,15,9409.95,53323.05,10867.33,UPI
12600,10-04-2025,Amani Andra,North,Delhi,Sports,Football,Football Repellendus,3,20274,60822,0,0,60822,4831.06,Credit Card
12601,11-02-2024,Sara Bath,East,Patna,Kitchen,Refrigerator,Refrigerator In,5,21728,108640,20,21728,86912,15928.27,Net Banking
12602,04-06-2024,Abram Bhalla,South,Coimbatore,Books,Biography,Biography Nesciunt,1,41237,41237,15,6185.55,35051.45,8215.55,Credit Card
12603,10-07-2025,Aarush Acharya,North,Lucknow,Groceries,Oil,Oil Nam,1,78111,78111,5,3905.55,74205.45,8076.51,Debit Card
12604,29-08-2024,Indranil Toor,North,Lucknow,Furniture,Sofa,Sofa Facere,4,21672,86688,20,17337.6,69350.4,16957.84,Credit Card
12605,09-02-2025,Kanav Talwar,South,Chennai,Sports,Cricket Bat,Cricket Bat Impedit,1,12702,12702,20,2540.4,10161.6,1589.45,UPI
12606,21-01-2025,Bhavin Krishnamurthy,West,Goa,Home Decor,Wall Art,Wall Art Voluptate,4,25020,100080,15,15012,85068,14812.07,UPI
12607,26-07-2024,Seher Dey,South,Hyderabad,Home Decor,Wall Art,Wall Art Numquam,1,65804,65804,10,6580.4,59223.6,11869.84,UPI
12608,25-02-2025,Advik Bhatnagar,North,Lucknow,Electronics,Camera,Camera Blanditiis,4,57786,231144,10,23114.4,208029.6,42129.51,Credit Card
12609,22-05-2024,Neelofar Saraf,North,Chandigarh,Kitchen,Refrigerator,Refrigerator Consequuntur,5,34221,171105,0,0,171105,42580.32,Credit Card
12610,12-04-2024,Khushi Rajagopal,South,Chennai,Books,Non-Fiction,Non-Fiction In,5,71772,358860,15,53829,305031,42045.35,Debit Card
12611,16-09-2024,Ivan Lata,West,Mumbai,Home Decor,Vase,Vase Provident,2,71205,142410,15,21361.5,121048.5,13122.19,UPI
12612,14-12-2023,Jayesh Uppal,East,Guwahati,Home Decor,Clock,Clock Itaque,5,23305,116525,0,0,116525,28533.39,UPI
12613,27-03-2025,Vivaan Balasubramanian,East,Bhubaneswar,Books,Non-Fiction,Non-Fiction A,1,74364,74364,15,11154.6,63209.4,4085.25,Credit Card
12614,03-01-2025,Sara Bail,South,Coimbatore,Electronics,Headphones,Headphones Aliquam,1,65706,65706,0,0,65706,14494.42,UPI
12615,11-10-2023,Kavya Rajan,West,Pune,Furniture,Sofa,Sofa Iure,5,70724,353620,20,70724,282896,34980.08,COD
12616,07-05-2024,Yuvaan Kade,South,Coimbatore,Groceries,Sugar,Sugar Nesciunt,3,2118,6354,0,0,6354,1116.94,COD
12617,25-06-2025,Kismat Deol,West,Ahmedabad,Kitchen,Mixer Grinder,Mixer Grinder Dicta,1,7064,7064,15,1059.6,6004.4,884.52,Debit Card
12618,30-11-2023,Ishaan Dewan,West,Goa,Toys,Board Game,Board Game Autem,3,15061,45183,20,9036.6,36146.4,5293.31,UPI
12619,10-04-2024,Rati Tank,East,Guwahati,Kitchen,Microwave,Microwave Laborum,1,55880,55880,15,8382,47498,5045.01,COD
12620,29-12-2024,Myra Sehgal,West,Pune,Furniture,Cabinet,Cabinet Voluptatibus,5,15887,79435,10,7943.5,71491.5,4420.58,Credit Card
12621,19-01-2024,Sana Sule,North,Lucknow,Books,Biography,Biography Ipsa,3,804,2412,15,361.8,2050.2,433.45,UPI
12622,17-03-2025,Zoya Hans,South,Bangalore,Kitchen,Juicer,Juicer Aperiam,5,3672,18360,5,918,17442,3055.07,Net Banking
12623,26-12-2023,Eva Rajan,West,Surat,Sports,Football,Football Optio,2,74827,149654,0,0,149654,21057.2,Debit Card
12624,03-11-2023,Jhanvi Sinha,North,Amritsar,Kitchen,Microwave,Microwave Necessitatibus,1,12494,12494,5,624.7,11869.3,1559.81,COD
12625,23-05-2025,Tara Konda,West,Mumbai,Beauty,Perfume,Perfume Expedita,1,31088,31088,0,0,31088,2696.19,UPI
12626,11-09-2024,Hunar Lalla,North,Jaipur,Furniture,Cabinet,Cabinet Natus,3,34154,102462,5,5123.1,97338.9,22647.53,Debit Card
12627,30-09-2025,Lavanya Saxena,South,Chennai,Kitchen,Mixer Grinder,Mixer Grinder Commodi,4,18567,74268,20,14853.6,59414.4,6176.71,Net Banking
12628,21-08-2025,Yuvraj  Lala,South,Bangalore,Kitchen,Mixer Grinder,Mixer Grinder Voluptate,2,53117,106234,20,21246.8,84987.2,12207.4,Debit Card
12629,16-10-2023,Anvi Joshi,South,Thiruvananthapuram,Furniture,Bed,Bed Ipsa,1,28153,28153,10,2815.3,25337.7,1913.13,Debit Card
12630,30-07-2025,Yashvi Sarin,North,Lucknow,Sports,Dumbbells,Dumbbells Voluptate,2,29092,58184,5,2909.2,55274.8,9564.03,UPI
12631,11-12-2023,Siya Chaudhari,East,Guwahati,Clothing,Women's Wear,Women's Wear Explicabo,1,62171,62171,0,0,62171,11086.04,Credit Card
12632,28-05-2025,Jivika Manne,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Dolorum,5,59706,298530,15,44779.5,253750.5,33269.7,Net Banking
12633,10-09-2024,Vanya Srinivasan,South,Chennai,Toys,RC Car,RC Car Ex,2,23016,46032,20,9206.4,36825.6,5468.42,Debit Card
12634,21-08-2025,Mishti Kata,West,Mumbai,Furniture,Bed,Bed Culpa,4,67815,271260,10,27126,244134,53624.1,Credit Card
12635,01-08-2024,Reyansh Mall,East,Guwahati,Kitchen,Refrigerator,Refrigerator Ipsam,4,34660,138640,0,0,138640,11817.03,Debit Card
12636,22-05-2025,Prerak Butala,West,Goa,Toys,Board Game,Board Game Accusamus,2,51696,103392,0,0,103392,24391.89,Credit Card
12637,15-07-2025,Samiha Golla,North,Jaipur,Clothing,Men's Wear,Men's Wear Soluta,2,49075,98150,0,0,98150,13045.79,Credit Card
12638,19-07-2025,Inaaya  Dhingra,South,Thiruvananthapuram,Beauty,Face Cream,Face Cream Id,5,20820,104100,15,15615,88485,8725.17,Debit Card
12639,14-02-2024,Mohanlal Bhattacharyya,West,Goa,Clothing,Kids Wear,Kids Wear Reprehenderit,2,4157,8314,5,415.7,7898.3,1119.21,UPI
12640,14-02-2024,Biju Dar,East,Guwahati,Furniture,Chair,Chair Omnis,1,48758,48758,0,0,48758,9885.6,Net Banking
12641,29-09-2024,Taimur Arora,West,Goa,Toys,RC Car,RC Car Occaecati,5,27084,135420,5,6771,128649,9852.58,Credit Card
12642,10-12-2024,Shlok Kapadia,South,Bangalore,Groceries,Wheat,Wheat Laudantium,3,24691,74073,20,14814.6,59258.4,11759.08,Net Banking
12643,27-06-2025,Hiran Kapur,South,Thiruvananthapuram,Toys,RC Car,RC Car Nulla,4,40534,162136,20,32427.2,129708.8,14787.32,UPI
12644,02-06-2025,Ritvik Grewal,North,Lucknow,Home Decor,Vase,Vase Ducimus,3,48306,144918,5,7245.9,137672.1,23820.28,Credit Card
